text,summary
"Suara.com - Pendiri Presidium Alumni 212 Faizal Assegaf menganggap pentolan FPI Rizieq Shihab memiliki kontribusi besar menjadikan Anies Rasyid Baswedan dan Sandiga Salahuddin Uno sebagai Gubernur dan Wakil Guberdur DKI Jakarta periode 2017 - 2022 . Karenanya , Faizal menyayangkan sikap Anies dan Sandiaga yang tak bersikap saat Rizieq menjadi tersangka dan buronan Polda Metro Jaya karena kasus pornografi . Rizieq mengabarkan bakal pulang dari pelariannya di Arab Saudi pada Rabu ( 21 / 2 / 2018 ) hari ini . Namun , Rizieq lantas memutuskan untuk tak jadi pulang . "" Habib Rizieq dan gerakan 212 sangat berkontribusi besar membawa Anies - Sandi ke kursi kekuasaan , seharusnya mereka bersikap peduli , mencari solusi bagi HRS , "" ujar Faizal dalam keterangan tertulis yang diterima Suara.com , Rabu ( 21 / 2 / 2018 ) . Menurut Faizal , Rizieq merupakan warga negara Indonesia yang ber - KTP Jakarta . Karenanya , pentolan demonstrasi anti - Ahok ( pesaing Anies - Sandiaga saat Pilkada DKI 2017 ) itu memiliki hak untuk mendapatkan jaminan ketenangan dan kenyamanan dari Pemprov DKI . "" Kalau saat ini HRS menjadi objek politik yang krusial dan berpotensi menyulut konflik SARA , seharusnya Anies selaku gubernur harus bertindak antisipasi dan proaktif meredakan situasi , "" kata dia . "" Namun faktanya , Anies dan Sandiaaga tampak membiarkan Rizieq ‘ digoreng’ . Sikap demikian tidak elok , kacang lupa kulit . Padahal mereka punya otoritas untuk menertibkan dan melindungi warganya , "" tambahnya . Ketua Progres 98 itu menilai , kasua dan polemik yang menyeret Rizieq bukan masalah nasional , tapi merupakan persoalan lokal Jakarta dan tidak boleh dibiarkan berlarut-larut . "" Mestinya Anies menggunakan kewengannya untuk membujuk Rizieq agar kembali ke Indonesia dengan cara-cara yang damai dan bermartabat , "" jelasnya .","Pendiri Presidium Alumni 212 Faizal Assegaf menganggap Rizieq Shihab memiliki kontribusi besar menjadikan Anies Baswedan dan Sandiga Uno sebagai Gubernur dan Wakil Guberdur DKI Jakarta periode 2017 - 2022 . Faizal menyayangkan sikap Anies dan Sandiaga yang tak bersikap saat Rizieq menjadi tersangka . Rizieq mengabarkan akan pulang dari Arab Saudi pada Rabu ( 21 / 2 ) hari ini . Namun , Rizieq memutuskan untuk tak jadi pulang ."
"MUENCHEN , JUARA.net - Sejak bergabung dengan skuat utama Bayern Muenchen pada 2002 , Philipp Lahm ( 33 ) telah mengoleksi 21 gelar juara . Namun , tahukah Anda Lahm bukan pemain FC Hollywood dengan rasio   raihan trofi tertinggi ? Adalah Tom Starke ( 35 ) yang tercatat sebagai pemain dengan rataan peralihan gelar paling tinggi di kubu FC Bayern . Penjaga gawang ketiga   di Allianz Arena ini sudah 13 kali mengangkat trofi juara bersama The Bavarian . Starke tercatat lima kali menjuarai Bundesliga , tiga kali DFB Pokal , dua kali Piala Super Jerman , serta masing-masing sekali mengangkat trofi Liga Champions , Piala Super Eropa , plus Piala Dunia Klub . Lantas , berapa partai yang dilakoni Starke dalam meraih seluruh titel tersebut ? Menurut situs Bild , hanya tujuh sejak 2012 . Artinya , rataan perolehan gelar Starke nyaris dua titel per laga . Total , Tom Stark hanya menghabiskan 640 menit di lapangan di semua kompetisi resmi yang dilakoni FC Bayern . Starke memulai karier bersama Bayer Leverkusen . Ia sempat membela Paderborn , MSV Duisburg , dan Hoffenheim sebelum bergabung dengan FC Bayern pada musim panas 2012 . Sepanjang kariernya di Allianz Arena , Starke tak pernah menyandang predikat   sebagai kiper utama . Musim ini , ia berstatus sebagai penjaga gawang ketiga setelah Manuel Neuer ( 31 ) dan Sven Ulreich ( 28 ) . Meski begitu , Starke dianggap sebagai salah satu anutan oleh para pemain muda FC Bayern . Ia pun mengaku ingin segera mengambil lisensi kepelatihan setelah pensiun sebagai pesepak bola profesional .","Tom Starke   tercatat sebagai pemain dengan peralihan gelar paling tinggi di kubu FC Bayern . Penjaga gawang ketiga ini sudah 13 kali mengangkat trofi juara bersama The Bavarian . Tom Stark menghabiskan 640 menit di lapangan di semua kompetisi resmi yang dilakoni FC Bayern . Sepanjang kariernya Starke tak pernah menyandang predikat   sebagai kiper utama . Meski begitu , Starke dianggap sebagai panutan oleh para pemain muda FC Bayern ."
"Jakarta ( ANTARA News ) - Seniman Butet Kartaredjasa untuk pertama kalinya akan memamerkan sekitar 90 karya seni rupa berbahan keramik bertajuk "" Goro - goro : Bhineka Keramik "" di Galeri Nasional Indonesia pada 30 November - 12 Desember 2017 . "" Ini baru kali pertama saya melukis di atas keramik . Ini berbeda dengan studi seni keramik yang mempelajari tanah , pembakaran , eksperimen kekeramikan secara teknis , meriset bahan baku . Saya tidak ke situ , "" ujar dia di Gedung Galeri Nasional , Jakarta , Rabu . Butet mengatakan ia hanya menggunakan keramik sebagai pengganti kanvas dan mengikuti tahapan terciptanya warna . Karya - karya yang dipamerkan dibuat oleh Butet dalam waktu tiga tahun terakhir , di antara nya berupa lukisan di atas keramik berbentuk persegi , oval , piring , lempengan tak beraturan dan kolase potongan keramik . Patung keramik , batu bata dari bangunan kota lama Semarang serta instalasi seni berupa bingkai pintu kayu juga turut dipamerkan . Sejumlah karya penuh warna itu merupakan kritik pegiat seni teater itu atas masalah politik , sosial , budaya dan agama serta pandangan mengenai tokoh besar seperti Gus Dur , Jokowi , Budha dan Yesus . "" Tukang kritik untuk saling mengingatkan , tidak mengkritik untuk memberi solusi . Akal sehat tidak mungkin membiarkan kebrengsekan berlangsung dan diamini semua orang , "" kata dia . Menurut dia , kritik dalam seni budaya adalah bagian penting dari kreativitas , bahkan jika sikap kritikal hilang , maka kreativas pun demikian . Ada pun kurator pameran Wicaksono Adi menilai Butet menjadikan objek untuk membuka ruang refleksi atau kontemplasi diri agar dirinya dan orang lain dapat memandang kehidupan secara wajar , rileks dan tidak hitam putih . "" Ini personal melihat sesuatu lebih intim . Butet melihat sesuatu ada dimensi lain , bisa begini juga bukan mengkritik terus . Lebih reflektif . Bagaimana seniman pada dirinya , "" ucap dia .","Seniman Butet Kartaredjasa untuk pertama kalinya akan memamerkan sekitar 90 karya seni rupa berbahan keramik bertajuk "" Goro - goro : Bhineka Keramik "" di Galeri Nasional Indonesia pada 30 November - 12 Desember 2017 . Karya - karya yang dipamerkan dibuat oleh Butet dalam waktu tiga tahun terakhir , di antara nya berupa lukisan di atas keramik berbentuk persegi , oval , piring , lempengan tak beraturan dan kolase potongan keramik ."
"Jakarta , CNN Indonesia - - Sebanyak tiga orang warga Padangsidempuan , Sumatera Utara diduga tewas akibat banjir yang melanda daerah itu pada Minggu ( 26 / 3 ) . Kepala Bidang Hubungan Masyarakat Polda Sumatera Utara Komisaris Besar Rina Sari Ginting mengatakan peristiwa itu terjadi setelah hujan dengan intensitas tinggi yang menyebabkan air di sungai Batang Ayumi meluap pada sore hari . "" Sejak pukul 17.30 hingga 19.00 WIB hujan turun mengakibatkan sungai Batang Ayumi meluap , "" kata Rina dalam keterangan tertulisnya , Senin ( 27 / 3 ) . Menurutnya , identitas tiga korban tewas tersebut adalah Syahriana Situmorang ( 45 ) , Rofiah Sarumpaet ( 8) , dan Sakinah Sarumpaet ( 10 ) . Selain menewaskan tiga warga Padangsidempuan , ia menjelaskan , peristiwa ini juga menyebabkan 17 unit rumah hanyut , 17 unit rumah hancur , dan tujuh unit kendaraan bermotor hanyut . "" Enam rumah hanyut dan 12 rumah rusak di Kelurahan Batunadua Julu . Di Batang Ayumi Julu , rumah hanyut tiga unit dan rumah rusak juga tiga unit . Sementara , di Pasar Siborang terdapat delapan rumah kontrakan hanyut terbawa arus sungai . Kemudian di Kecamatan Angkola Julu Desa Simatohir juga terdapat dua unit rumah rusak , "" ucap Rina . Polisi , ia menambahkan , juga telah mendirikan posko di Batunadua Julu dan Lubuk Manik untuk menampung para korban terdampak banjir . "" Petugas masih terus melakukan pendataan , "" kata Rina .","Sebanyak tiga orang warga Padangsidempuan , Sumatera Utara diduga tewas akibat banjir yang melanda daerah itu pada Minggu ( 26 / 3 ) . Kepala Bidang Hubungan Masyarakat Polda Sumatera Utara Komisaris Besar Rina Sari Ginting mengatakan peristiwa itu terjadi setelah hujan dengan intensitas tinggi yang menyebabkan air di sungai Batang Ayumi meluap pada sore hari . Tiga korban tewas tersebut   Syahriana Situmorang ( 45 ) , Rofiah Sarumpaet ( 8) , dan Sakinah Sarumpaet ( 10 ) ."
"Jakarta , CNN Indonesia - - Jelang akhir tahun , Direktorat Jenderal Bea dan Cukai ( DJBC ) Kementerian Keuangan ( Kemenkeu ) memperketat pengawasan di seluruh wilayah Indonesia . Hal itu dilakukan untuk mengantisipasi meningkatnya aksi penyelundupan barang . Direktur Kepabeanan Internasional dan Antar Lembaga Robert Leonard Marbun mengungkapkan , aksi pelanggaran kepabeanan biasanya meningkat di akhir tahun . Sebabnya ,   banyak orang liburan pada periode ini . "" Akhir tahun , biasanya kami waspada penuh karena kadang-kadang ( pelanggaran ) banyak terjadi di situ , "" ujar Robert saat berbincang dengan CNNIndonesia.com , di Kudus , Selasa ( 19 / 12 ) . Menurut Robert , modus pelanggaran yang dilakukan pelaku beragam . Misalnya ,   menyelipkan barang ilegal di barang bawaan yang akan melewati bandara , ataupun menyelundupkan barang tak berizin ke luar wilayah Indonesia melalui pelabuhan-pelabuhan ' tikus ' . Selain memperketat pengawasan , lanjut Robert , pihaknya juga meningkatkan koordinasi antar lembaga terkait seperti kepolisian , badan intelijen dalam dan luar negeri , hingga Badan Narkotika Nasional . Tak hanya itu , instansinya juga tidak memperbolehkan pejabat eselon II setingkat Kepala Kantor Wilayah Bea dan Cukai untuk mengambil cuti agar melakukan pengawasan optimal . "" Justru di saat orang lain liburan , kami meningkatkan kewaspadaan , "" pungkasnya . Sebagai informasi , sepanjang tahun ini DJBC telah melakukan penindakan terhadap lebih dari 22 ribu pelanggaran kepabeanan dan cukai . Sekitar 80 persen diantaranya merupakan penindakan terkait impor . ( gir / arh )","Jelang akhir tahun , Direktorat Jenderal Bea dan Cukai ( DJBC ) Kementerian Keuangan ( Kemenkeu ) memperketat pengawasan di seluruh wilayah Indonesia . Hal itu dilakukan untuk mengantisipasi meningkatnya aksi penyelundupan barang yang biasanya meningkat di akhir tahun . Sebabnya ,   banyak orang liburan pada periode ini . Selain memperketat pengawasan , DJBC juga meningkatkan koordinasi antar lembaga terkait seperti kepolisian , badan intelijen dalam dan luar negeri , hingga BNN ."
"Pelaku penembakan di Route 91 Harvest Festival Las Vegas , Stephen Paddock ( 64 ) , diketahui telah menimbun cadangan senjata serta amunisinya selama beberapa dekade . Anggota kepolisian setempat , Clark Joseph Lombardo , mengatakan Paddock juga telah lama merencanakan serangan tersebut secara rinci , meski apa yang melatarbelakanginya melakukan serangan itu belum diketahui pasti hingga kini . "" Yang kita ketahui , Paddock merupakan pria yang menghabiskan puluhan tahun untuk memperoleh senjata dan amunisinya . Serta menjalani kehidupan rahasia , yang sebagian besar tidak akan pernah sepenuhnya dapat dipahami , "" ujar Lombardo dilansir Reuters , Jumat ( 6 / 10 ) . Lombardo bahkan mengatakan bahwa pihaknya tak menyangka , gudang senjata serta amunisi dan bahan peledak yang ditemukan polisi dalam penyelidikan , dirakit sendiri oleh Paddock . "" Ada dugaan bahwa dia mendapat pertolongan ( bantuan ) pada beberapa kasus , "" kata Lombardo . Seperti diberitakan sebelumnya , sedikitnya 59 orang tewas dan 500 orang lainnya terluka akibat bombardir peluru yang ditembakan Paddock dari lantai 32 hotel Mandalay Bay , di Las Vegas Strip , pada Senin ( 2 / 10 ) . Tak lama setelah melancarkan serangan , Paddock bunuh diri di lokasi . Polisi menemukan hampir 50 senjata api dari tiga lokasi yang mereka cari , hampir setengahnya dari kamar hotel tempat Paddock beraksi .","Pelaku penembakan di Route 91 Harvest Festival Las Vegas , Stephen Paddock ( 64 ) , diketahui telah menimbun cadangan senjata serta amunisinya selama beberapa dekade . Anggota kepolisian setempat , Clark Joseph Lombardo , mengatakan Paddock juga telah lama merencanakan serangan tersebut secara rinci , meski apa yang melatarbelakanginya melakukan serangan itu belum diketahui pasti hingga kini . Bahkan gudang senjata yang ditemukan polisi , dirakit sendiri oleh Paddock ."
"Jakarta , CNN Indonesia - - PT Liga Indonesia Baru ( LIB ) selaku operator kompetisi sepak bola Tanah Air memutuskan untuk memperpanjang jeda libur Idul Fitri . Hal ini berdampak terhadap perubahan jadwal pertandingan di Liga 1 dan 2 . PT LIB melalui rilis yang diterima CNNIndonesia.com , Kamis ( 8 / 6 ) , menetapkan pekan ke - 11 Liga 1 pada 12 - 19 Juni 2017 , menjadi pekan terakhir yang berlangsung di Bulan Ramadan . Artinya , kompetisi kasta tertinggi Tanah Air itu diliburkan mulai 20 Juni 2017 . Semula , kompetisi Liga 1 akan kembali bergulir pada 30 Juni 2017 dengan menyuguhkan duel Borneo FC dengan Madura United . Jadwal tersebut tidak menguntungkan Madura United yang harus bertolak ke markas Borneo FC di Samarinda , Kalimantan Timur , dua hari sebelum laga digelar atau pada 28 Juni 2017 . Artinya , skuat Laskar Sapeh Kerap hanya memiliki waktu sehari untuk merayakan Hari Raya Idul Fitri 1438 Hijriyah yang diperkirakan jatuh pada 26 Juni 2017 . "" Untuk menghargai anggota tim yang merayakan Hari Raya Idul Fitri , kami memutuskan untuk mengundur jadwal pelaksanaan kompetisi usai libur ke 3 Juli 2017 , "" ujar CEO PT LIB , Risha Widjaya , Meski demikian , perubahan jadwal tersebut dipastikan tidak membuat durasi kompetisi musim ini jadi lebih panjang . Kompetisi Liga 1 tetap dijadwalkan berakhir pada 12 November 2017 . Revisi jadwal justru berdampak pada jadwal Liga 2 2017 karena terkait dengan proyeksi siaran langsung . Jadwal enam laga dari Grup 3 , 4 , 5 , dan 6 Liga 2 dipastikan bergeser . Selain itu , PT LIB juga memutuskan untuk mengubah waktu kick-off enam pertandingan Liga 1 sepanjang Juli - Agustus 2017 . Hal ini juga berdampak terhadap perubahan jadwal siaran langsung .","PT Liga Indonesia Baru ( LIB ) selaku operator kompetisi sepak bola Tanah Air memutuskan untuk memperpanjang jeda libur Idul Fitri . Hal ini berdampak terhadap perubahan jadwal pertandingan di Liga 1 dan 2 . PT LIB melalui rilis yang diterima   CNNIndonesia.com , Kamis ( 8 / 6 ) , menetapkan pekan ke - 11 Liga 1 pada 12 - 19 Juni 2017 , menjadi pekan terakhir yang berlangsung di Bulan Ramadan ."
"Jakarta , CNN Indonesia - - Kiper sekaligus Kapten Juventus berpeluang menjadi pemain tertua yang menjuarai Liga Champions . Hal itu akan terjadi andai Juventus mampu mengalahkan Real Madrid di partai final Liga Champions , Sabtu ( 3 / 6 ) . Jika Juventus keluar sebagai juara , usia Buffon saat itu 39 tahun dan 126 hari . Itu akan mengalahkan rekor sebelumnya yang dipegang legenda AC Milan , Paolo Maldini pada 2007 silam . Kala itu Maldini bersama Milan mengalahkan Liverpool untuk merebut gelar juara Champions . Saat itu usia Maldini adalah 38 tahun dan 331 hari . Di satu sisi , Buffon bukanlah pemain tertua yang pernah berlaga di final Liga Champions . Pemain tertua yang pernah bermain di final Liga Champions adalah Edwin van der Sar saat di Manchester United pada 2011 silam . Sayang , saat itu Van der Sar dan MU kalah 1 - 3 dari Barcelona di partai final . Saat berlaga di final itu , Van der Sar berusia 40 tahun 211 hari . Buffon kelak menjadi pemain tertua kedua setelah Van der Sar yang pernah berlaga di final Liga Champions . Dan , berikut adalah daftar pemain tertua di Liga Champions per 31 Mei 2017 . Pemenang Liga Champions Tertua Paolo Maldini : AC Milan 2 - 1 Liverpool , 23 / 05 / 2007 – 38 tahun , 331 hari Pietro Vierchowod : Juventus 1 - 1 Ajax , 22 / 05 / 1996 – 37 tahun , 46 hari Alessandro Costacurta : AC Milan 0 - 0 Juventus , 28 / 05 / 2003 – 37 tahun , 34 hari Javier Zanetti : Internazionale 2 - 0 Bayern München , 22 / 05 / 2010 – 36 tahun , 285 hari Marco Materazzi : Internazionale 2 - 0 Bayern München , 22 / 05 / 2010 – 36 tahun , 276 hari Edwin van der Sar : Barcelona 3 - 1 Manchester United , 28 / 05 / 2011 – 40 tahun 211 hari Paolo Maldini : AC Milan 2 - 1 Liverpool , 23 / 05 / 2007 – 38 tahun 331 hari Lothar Matthäus : Manchester United 2 - 1 Bayern Munchen , 26 / 05 / 1999 – 38 tahun 66 hari Ryan Giggs : Barcelona 3 - 1 Manchester United , 28 / 05 / 2011 – 37 tahun 180 hari Gianluigi Buffon : Juventus 1 - 3 Barcelona , 06 / 06 / 2015 – 37 tahun 129 hari","Kiper sekaligus Kapten Juventus berpeluang menjadi pemain tertua yang menjuarai Liga Champions . Hal itu akan terjadi andai Juventus mampu mengalahkan Real Madrid di partai final Liga Champions , Sabtu ( 3 / 6 ) . Jika Juventus keluar sebagai juara , usia Buffon saat itu 39 tahun dan 126 hari . Itu akan mengalahkan rekor sebelumnya yang dipegang legenda AC Milan , Paolo Maldini pada 2007 silam ."
"Kementerian Ketenagakerjaan RI membentuk task force ( gugus tugas ) sebagai tim reaksi cepat untuk mengatasi permasalahan terkait nasib tenaga kerja Indonesia di luar negeri . “ Pembentukan task force adalah instruksi Menteri Ketenagakerjaan M Hanif Dhakiri dalam merespon dan menyelesaikan masalah terkait nasib tenaga kerja Indonesia di luar negeri secara cepat , ” kata Direktur Penempatan dan Perlindungan Tenaga Kerja Luar Legeri ( PPTKLN ) Kemnaker , R. Soes Hindharno , di Jakarta , Selasa ( 28 / 2 / 2017 ) . Tim task force terdiri dari unsur Direktorat Penempatan dan Perlindungan Tenaga Kerja Luar Negeri , Direktorat Pengawasan Norma Ketenagakerjaan dan Jaminan Sosial , Biro Hukum Kemnaker , Biro humas Kemnaker , 13 Atase Ketenagakerjaan serta perwakilan lembaga swadaya masyarakat . “ Tim ini dalam pengawasan langsung Menaker , ” kata Soes . Baca_Juga Meski baru dibentuk , lanjutnya , bukan berarti selama ini Kemnaker tidak melakukan upaya penyelesaian masalah terkait nasib pekerja di luar negeri . Justru pembentukan gugus tugas ini dimaksudkan untuk mempercepat kerja-kerja advokasi terhadap tenaga kerja Indonesia di luar negeri yang selama ini telah dilakukan Kemnaker . Dalam menangani masalah ketenaga kerjaan di luar negeri , tim ini akan bekerja secara menyeluruh . Ketika memberikan advokasi tenaga kerja yang tersandung kasus hukum di luar negeri misalnya , tim bertugas mengetahui kronologi , mengupayakan bantuan hukum , memulangkan atau langkah-langkah advokasi lainya . “ Tentu dalam melaksanakan tugasnya tim akan berkoordinasi dengan kementrian dan lembaga lainnya , ” kata Soes .","Kementerian Ketenagakerjaan RI membentuk task force ( gugus tugas ) sebagai tim reaksi cepat untuk mengatasi permasalahan terkait nasib tenaga kerja Indonesia di luar negeri . Tim task force terdiri dari unsur Direktorat Penempatan dan Perlindungan Tenaga Kerja Luar Negeri , Direktorat Pengawasan Norma Ketenagakerjaan dan Jaminan Sosial , Biro Hukum Kemnaker , Biro humas Kemnaker , 13 Atase Ketenagakerjaan , serta perwakilan lembaga swadaya masyarakat ."
"Banda Aceh , CNN Indonesia - - Martunis pernah menjajal latihan di Sporting Lisbon selama kurang lebih satu tahun . Di klub Portugal yang membesarkan Cristiano Ronaldo itu , Martunis tetap mendapatkan ' gaji ' . Ya , anak angkat Ronaldo itu tetap mendapatkan uang saku per bulan selama ' sekolah ' mengasah kemampuan bermain sepak bola . "" Uang saku saya tahun pertama Rp 6 juta , yang tahun kedua kurang lebih Rp 9 juta , "" ujar Martunis kepada CNNIndonesia.com . Martunis sendiri baru merasakan uang saku Rp 6 juta pada tahun pertama , sedangkan uang saku Rp 9 juta merupakan janji kenaikan dari manajemen Sporting jika ia melanjutkan ke sana . "" [ Kontrak tahun pertama ] Juni 2015 hingga Juni 2016 . Sedangkan [ rencana ] kontrak kedua saya di Sporting Lisbon itu Juni 2016 sampai Juni 2017 , "" terang pemain 20 tahun tersebut . Usai kontrak pertama berakhir setelah Juni 2016 , Martunis sempat kembali ke Indonesia untuk mengurus kembali perpanjangan visa ke Portugal . Martunis sebenarnya sudah tanda kontrak tahun kedua di Sporting . Namun seiring waktu , ia justru memilih ikut tes kepolisian setelah pertengahan tahun 2016 karena dijanjikan seseorang dirinya pasti lolos tes untuk memperkuat Bhayangkara FC . Padahal , saat itu Sporting mewanti-wanti agar dirinya tidak menerima perekrutan klub lain . Manajemen klub itu , diakui Martunis , bahkan sempat menyampaikan kepadanya sejumlah klub seperti akademi California dan klub Qatar berminat memberikan kesempatan trial . "" Jadi ketika lolos seleksi akademi California , Sporting hanya ingin meminjamkan saya ke sana . "" "" Kalau saya bagus main di sana , Sporting akan rekrut balik . Tapi karena saya sudah tes polisi , saya batalkan semuanya , "" ujar Martunis . Pemain yang selamat dari tsunai 13 tahun silam itu justru mengalami nasib nahas pada akhir 2016 . Ia mengalami cedera lutut ketika bermain dalam laga amal di lapangan Kopassus di Cijantung pada akhir 2016 . Martunis mengaku mengalami cedera ketika menghadapi sejumlah pemain Timnas Indonesia , termasuk Gavin Kwan Adsit , Hanif Sjahbandi , dan penyerang naturalisasi Ezra Walian . ( bac / nva )","Martunis pernah menjajal latihan di Sporting Lisbon selama kurang lebih satu tahun . Martunis tetap mendapatkan ' gaji ' . Anak angkat Ronaldo itu tetap mendapatkan uang saku per bulan selama ' sekolah ' mengasah kemampuan bermain sepak bola . Martunis sendiri baru merasakan uang saku Rp 6 juta pada tahun pertama , sedangkan uang saku Rp 9 juta merupakan janji kenaikan dari manajemen Sporting jika ia melanjutkan ke sana ."
"Promogo mengalami peningkatan yang cukup signifikan di usia satu tahun beroperasinya . Kondisi ini berbarengan dengan mulai banyaknya layanan yang berhadapan langsung dengan Promogo . CEO Promogo Andrew Tanyono memandang ini sebagai bukti bahwa memang ada pasar dan permintaan yang tinggi di sektor car advertising . Menghadapi hal ini Promogo diusahakan untuk selalu mengedepankan kualitas produk dan jasa . “ Saya dan tim Promogo melihat hal ini sebagai bukti bahwa berarti memang terdapat market dan demand yang tinggi akan bentuk layanan ini . Di sisi yang lain tentunya Promogo juga secara terus menurus meningkatkan kualitas produk dan jasa kami . Entah itu pada product development nya ataupun pada customer service yang kami berikan kepada client - client kami , ” terang Andrew . Promogo disebut mengalami perkembangan yang cukup signifikan . Hal ini ditandai dengan perkembangan dan ekspansi tim internal Promogo , baik secara jumlah maupun cakupan wilayah . Andrew juga membocorkan saat ini Promogo sedang melakukan pengembangan terhadap produk-produk yang sudah dan akan segera diluncurkan . Perkembangan pun didapat dari jumlah brand yang mempercayai Promogo sebagai metode pemasarannya . “ Sejauh ini Promogo sudah ada di 18 kota di Indonesia . Jadi untuk pengembangan bisnis Promogo , rencana kami adalah untuk hadir di kota-kota lainnya dan juga untuk membangun tim yang solid di setiap kota tersebut , ” imbuh Andrew . Dari segi tantangan , Andrew menilai menempatkan brand positioning dari Promogo merupakan sebuah tantangan yang harus dihadapi Promogo untuk berkembang . Hal ini disebabkan karena bisnis car branding atau car advertising tergolong baru di Indonesia sehingga banyak brand yang belum terpikirkan bagaimana menggunakannya . Ditanya bagaimana strategi Promogo mendapatkan anak pengguna di tengah persaingan yang ada Andrew menjelaskan kualitas dan keberhasilan kampanye klien adalah salah satu yang dijaga dan diupayakan oleh Promogo . “ Tentunya dengan mengedepankan kebutuhan client - client kami , oleh karena our client ’s success is our success . Jadi bila ditanya strategi Promogo , kami benar-benar percaya bahwa pengguna pasti akan berdatangan apabila kami terus mengedepankan kesuksesan campaign client kami , ” tutup Andrew . DailySocial.id adalah portal berita startup dan inovasi teknologi . Kamu bisa menjadi member komunitas startup dan inovasi DailySocial.id , mengunduh laporan riset dan statistik seputar teknologi secara cuma-cuma , dan mengikuti berita startup Indonesia dan gadget terbaru .","Promogo mengalami peningkatan yang cukup signifikan di usia satu tahun beroperasinya . CEO Promogo , Andrew Tanyono , memandang ini sebagai bukti bahwa memang ada pasar dan permintaan yang tinggi di sektor car advertising . Menghadapi hal ini Promogo diusahakan untuk selalu mengedepankan kualitas produk dan jasa . Dari segi tantangan , Andrew menilai menempatkan brand positioning dari Promogo memang harus dihadapi untuk berkembang ."
"Kemenko Maritim terus berupaya menyelesaikan permasalahan Analisis Mengenai Dampak Lingkungan ( AMDAL ) Bandara New Yogyakarta International Airport ( NYIA ) Kulon Progo , Daerah Istimewa Yogyakarta ( DIY ) . Hal tersebut diungkapkan oleh Deputi Bidang Koordinasi Infrastuktur Kemenko Maritim , Ridwan Djamaludin , usai memimpin Rapat Koordinasi Pengembangan Pelayaran Jalur Selatan Pulau Jawa bersama 7 perwakilan Kabupaten terkait . “ Tadi tim kita meninjau ke sana , memang permasalahan belum sepenuhnya selesai , tapi itulah tugas kita . Dan yang kita lakukan itu untuk mencari tahu informasi di lapangan perihal masalah-masalah apa saja yang masih menghambat . Tadi AMDAL juga belum sepenuhnya selesai , dalam waktu dekat kita akan undang pihak terkait masalah AMDAL ini , ” ujarnya di Hotel Ciputra , Semarang , Selasa ( 10 / 10 ) , dalam keterangan pers yang diterima kumparan ( kumparan.com ) . Selain itu , Ridwan juga berjanji akan mengejar masalah pembebasan lahan hingga tuntas . Ridwan berharap , upaya pembebasan lahan tersebut tidak memiliki hambatan ke depannya . “ Dan pembebasan lahan kita kejar sepenuhnya hingga 100 persen , karena tak bisa kalau tidak 100 persen , itu pun masih dalam proses . Untuk pembebasan lahan akan terus kita monitor , kalau tidak ada masalah kita lihat dulu prosesnya , semoga tidak ada hambatan . Angkasa Pura akan kita bantu fasilitasi untuk menyelesaikan masalah pembebasan lahan , ” tutur Ridwan . Pembangunan Bandara NYIA Kulon Progo tahap pertama , kata dia , ditargetkan akan beroperasi pada 2019 mendatang . Dengan begitu , tujuan untuk mengurangi beban Bandara Adisutjipto yang sudah melebihi kapsitas , dapat segera terlaksana . Letak geografis Bandara NYIA Kulon Progo yang berada di Selatan Pulau Jawa , menjadikan lokasi tersebut rawan bencana , terutama gempa bumi dan tsunami . Oleh karena itu , Pemerintah Pusat telah menyiapkan berbagai opsi mitigasi bencana , yang akan diterapkan dalam pembangunan Bandara NYIA Kulon Progo . Bahkan beberapa waktu lalu , Kemenko Maritim bersama Badan Pengkajian dan Penerapan Teknologi ( BPPT ) , Lembaga Ilmu Pengetahuan Indonesia ( LIPI ) , Badan Meteorologi , Klimatologi dan Geofisika ( BMKG ) , Sekretariat Kabinet ( SETKAB ) , Pemerintah Daerah dan Perwakilan Masyarakat serta para Akademisi , sudah menyelenggarakan workshop Potensi Bahaya Gempa Bumi dan Tsunami beserta Metode Mitigasinya di Universitas Gajah Mada , DIY . Berbagai opsi yang disepakati , meliputi kekuatan bandara yang tahan gempa , penerapan gumuk - gumuk pasir , penanaman cemara udang dan mangrove . Tak hanya itu , sosialisasi mitigasi bencana kepada para warga juga dilakukan menjelang pembukaan bandara tersebut .","Kemenko Maritim terus berupaya menyelesaikan permasalahan AMDAL Bandara NYIA Kulon Progo , DIY . Hal tersebut diungkapkan oleh Deputi Bidang Koordinasi Infrastuktur Kemenko Maritim , Ridwan Djamaludin . Selain itu , Ridwan juga berjanji akan mengejar masalah pembebasan lahan hingga tuntas . Ridwan berharap , upaya pembebasan lahan tersebut tidak memiliki hambatan ke depannya . Pembangunan Bandara NYIA Kulon Progo tahap pertama ditargetkan akan beroperasi pada 2019 mendatang ."
